"id","contact_id","firstname","lastname","nickname","alias","country","knvbnr","birthday","deathday","height","weight","picture","show_pic","show_persdata","show_teamdata","show_on_frontend","info","notes","phone","mobile","email","website","address","zipcode","location","state","address_country","extended","position_id","published","ordering","checked_out","checked_out_time","modified","modified_by"
2320,0,"Berra","GÖNENÇ","","berra-goenenc","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,182,0,0000-00-00 00:00:00,,
2321,0,"Zeynep","GÖNENÇ","","zeynep-goenenc","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,182,0,0000-00-00 00:00:00,,
2322,0,"Nisa Nur","ARAT","","nisa-nur-arat","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,182,0,0000-00-00 00:00:00,,
2323,0,"Belinay","GÜMÜŞHAN","","belinay-guemueshan","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,182,0,0000-00-00 00:00:00,,
2324,0,"Burçak","BALKAN","","burcak-balkan","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,182,0,0000-00-00 00:00:00,,
2325,0,"Ceylin","KOSOR","","ceylin-kosor","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/kadin.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,182,0,0000-00-00 00:00:00,,
2326,0,"Yusuf","YÜKTAŞIR","","yusuf-yuektasir","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
2327,0,"Duhan Alp","VARAN","","duhan-alp-varan","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
2328,0,"Mehmet Yağız","KARAKAŞ","","mehmet-yag-z-karakas","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
2329,0,"Ahmet","YILMAZ","","ahmet-yilmaz","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
2330,0,"Serdal","KARACA","","serdal-karaca","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
2331,0,"Bünyamin","YEŞİLYURT","","buenyamin-yesilyurt","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
2332,0,"Recep","KIZILIRMAK","","recep-kizilirmak","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
2333,0,"Özcan","ŞEKER","","oezcan-seker","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
2334,0,"Şükrü","NİŞANCI","","suekrue-nisanci","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
2335,0,"Abdulbaki","YAĞAR","","abdulbaki-yagar","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
2336,0,"Hasan","GÜNDAL","","hasan-guendal","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
2337,0,"Murat","KARAKAYA","","murat-karakaya","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
2338,0,"Mehmet","ERKUL","","mehmet-erkul","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
2339,0,"Rıdvan","ŞİRİN","","r-dvan-sirin","TUR","",0000-00-00,0000-00-00,0,0,"images/com_joomleague/database/placeholders/erkek.png",1,1,1,1,"","","","","","","","","","",,"{""COM_JOOMLEAGUE_EXT_PERSON_DATE_SINCE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_DATE_UNTIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_REASONFORLEAVE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_OCCUPATION"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PAGER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_PHONE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_EMAIL"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FAX"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER1"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MESSENGER2"":"""",""COM_JOOMLEAGUE_EXT_PERSON_TWITTER"":"""",""COM_JOOMLEAGUE_EXT_PERSON_FACEBOOK"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MSN"":"""",""COM_JOOMLEAGUE_EXT_PERSON_MYSPACE"":"""",""COM_JOOMLEAGUE_EXT_PERSON_ICQ"":"""",""COM_JOOMLEAGUE_EXT_PERSON_GOOGLEPLUS"":""""}",23,1,185,0,0000-00-00 00:00:00,,
